,0
0,0.000000e+00
1,-4.992984e-04
2,6.308291e-08
3,-9.323974e-10
4,1.008279e-08
5,5.478633e-10
6,-1.814024e-09
7,-2.298290e-10
8,2.010967e-09
9,-5.239099e-10
10,4.365165e-09
11,-1.569279e-10
12,1.321157e-09
13,-1.748138e-09
14,8.969057e-09
15,2.232998e-09
16,-1.667983e-08
17,-5.148864e-10
18,2.117893e-09
19,2.462622e-09
20,-6.049794e-09
21,-6.863963e-10
22,3.145606e-09
23,2.207608e-09
24,-2.182809e-08
25,4.642109e-10
26,8.713788e-09
27,-2.988144e-09
28,2.063648e-08
29,-1.065073e-08
30,1.405937e-08
31,-1.218058e-08
32,1.498632e-08
33,-6.337682e-09
34,5.522436e-09
35,2.585535e-09
36,-3.945073e-10
37,-1.343341e-08
38,6.781239e-09
39,-1.235509e-09
40,1.351485e-09
41,2.528419e-09
42,-5.166440e-10
43,2.443866e-09
44,6.005503e-10
45,-9.657086e-10
46,4.291906e-10
47,-5.660724e-09
48,-2.712990e-09
49,5.381946e-09
50,2.507972e-09
51,-1.362930e-08
52,1.361962e-09
53,5.884538e-10
54,-4.013951e-09
55,1.583684e-08
56,-2.866830e-09
57,3.487104e-10
58,3.746904e-10
59,1.629108e-08
60,4.328471e-10
61,-9.493430e-09
62,-1.556585e-09
63,6.611553e-09
64,3.673093e-10
65,-1.076957e-08
66,1.312393e-09
67,-3.951534e-09
68,-9.197430e-10
69,8.926693e-09
70,-2.007418e-09
71,0.000000e+00
72,6.331679e-05
73,-5.310772e-09
74,1.685302e-10
75,7.971396e-10
76,-8.416354e-12
77,-5.398696e-10
78,-2.498299e-10
79,-2.358668e-09
80,-2.216652e-10
81,1.599262e-09
82,1.100834e-09
83,-5.124694e-09
84,-7.044443e-10
85,4.881175e-09
86,-1.160640e-09
87,5.012624e-09
88,-1.380434e-09
89,-1.654096e-09
90,5.118511e-10
91,-3.216858e-10
92,2.969724e-10
93,-6.413149e-09
94,2.883720e-10
95,6.511043e-10
96,5.614332e-10
97,-3.201483e-09
98,1.623002e-09
99,-8.668731e-09
100,3.116517e-10
101,8.502603e-10
102,-1.367174e-09
103,2.266352e-08
104,-1.639882e-09
105,4.099119e-09
106,-1.695918e-09
107,-1.496764e-09
108,2.093406e-09
109,-7.026911e-09
110,6.034953e-10
111,-8.828364e-09
112,-1.913112e-09
113,2.043872e-08
114,1.238805e-09
115,-1.469876e-09
116,-7.092693e-10
117,-1.136728e-08
118,3.529733e-10
119,-1.041477e-09
120,2.494790e-09
121,-1.308337e-08
122,3.136222e-09
123,-5.634022e-09
124,-1.516131e-10
125,-8.668577e-10
126,-1.077925e-09
127,4.080910e-09
128,7.431817e-10
129,-2.200925e-08
130,2.717398e-09
131,-3.436329e-09
132,0.000000e+00
133,-6.504920e-05
134,-7.041146e-09
135,8.910111e-10
136,-5.663844e-09
137,6.713177e-10
138,-1.065783e-08
139,-9.504885e-10
140,6.246877e-09
141,1.743548e-11
142,-2.893584e-09
143,2.763764e-10
144,-7.510724e-09
145,-1.360921e-11
146,3.186563e-09
147,-4.651864e-10
148,4.439793e-09
149,-9.438856e-11
150,-4.556703e-09
151,6.077908e-11
152,5.453797e-09
153,-1.032100e-09
154,1.642904e-09
155,8.364830e-10
156,-1.204682e-09
157,-8.780280e-10
158,3.960070e-09
159,-1.454415e-10
160,3.947670e-10
161,2.019774e-10
162,5.019416e-09
163,-2.984151e-09
164,2.406704e-09
165,-7.262851e-10
166,6.022250e-09
167,-9.022234e-10
168,3.614709e-09
169,-1.926000e-09
170,-1.661424e-09
171,-1.327610e-10
172,-6.026724e-09
173,6.648257e-09
174,-3.406060e-09
175,3.949936e-09
176,5.629067e-10
177,-4.506652e-09
178,9.504152e-10
179,-4.128027e-09
180,-9.101219e-11
181,1.527778e-09
182,1.250813e-09
183,1.952511e-09
184,3.649918e-09
185,-7.739964e-09
186,-3.154999e-09
187,1.099988e-08
188,-3.640048e-10
189,-1.080198e-08
190,-2.561901e-09
191,9.822718e-09
192,-2.632957e-10
193,5.809159e-10
194,-3.042764e-09
195,1.593977e-08
196,2.768940e-09
197,-2.443843e-09
198,0.000000e+00
199,7.306543e-05
200,-1.850734e-08
201,6.938912e-10
202,-2.211024e-09
203,1.328856e-10
204,-1.605347e-09
205,4.843607e-10
206,-5.537452e-09
207,3.742656e-10
208,1.611230e-09
209,2.394318e-10
210,5.792455e-10
211,-9.157906e-11
212,-1.877223e-09
213,-3.304301e-10
214,-1.346201e-09
215,5.965654e-10
216,-1.974086e-09
217,5.615197e-10
218,-2.577675e-09
219,1.413876e-10
220,-1.689104e-09
221,3.452069e-10
222,4.767044e-09
223,-2.444618e-09
224,2.850511e-09
225,6.018174e-10
226,-2.757523e-09
227,-2.530886e-10
228,-1.273190e-09
229,9.181964e-10
230,-4.657251e-09
231,-5.685606e-10
232,5.913767e-09
233,1.343714e-10
234,-5.315242e-09
235,1.380441e-09
236,4.563726e-10
237,9.815465e-11
238,-8.621399e-10
239,2.177479e-09
240,4.611316e-09
241,-3.094895e-09
242,-5.962930e-09
243,8.882940e-10
244,1.242062e-09
245,-2.416857e-09
246,-1.063948e-08
247,1.369499e-10
248,4.252355e-10
249,6.016134e-10
250,-2.509552e-09
251,1.747771e-10
252,-5.158108e-10
253,-2.408360e-10
254,-2.753959e-09
255,2.423159e-09
256,1.613605e-09
257,-1.099503e-10
258,-5.711826e-09
259,6.729901e-10
260,-3.141010e-09
261,3.304396e-08
262,0.000000e+00
263,-6.608940e-04
264,-8.286884e-08
265,-5.892458e-10
266,3.000029e-10
267,6.009733e-10
268,2.434696e-09
269,-1.351716e-09
270,4.199645e-10
271,4.336295e-10
272,2.084886e-10
273,3.080466e-10
274,4.117444e-09
275,-3.932338e-10
276,-6.871766e-09
277,1.208346e-09
278,-3.823843e-09
279,-1.133970e-10
280,-5.683942e-10
281,6.476812e-10
282,2.599378e-09
283,-1.800089e-09
284,1.758018e-09
285,1.953998e-09
286,-5.574794e-09
287,-5.106798e-11
288,1.250164e-09
289,4.581029e-10
290,2.409912e-11
291,-3.950590e-10
292,2.363051e-09
293,-4.257590e-10
294,3.750722e-09
295,-1.566871e-10
296,-1.062624e-09
297,7.816277e-10
298,4.300678e-09
299,-5.699929e-10
300,2.951853e-09
301,7.053512e-10
302,-3.549152e-09
303,3.103962e-10
304,4.241313e-09
305,-1.080158e-09
306,1.698690e-08
307,4.024017e-09
308,-5.821851e-09
309,-1.490699e-09
310,1.276557e-08
311,-1.973145e-09
312,1.314417e-08
313,1.528449e-10
314,-9.609533e-09
315,8.622858e-12
316,3.189935e-09
317,-1.227136e-09
318,2.927815e-08
319,-2.759959e-09
320,9.605840e-09
321,2.650067e-09
322,-5.082276e-09
323,-5.642793e-09
324,3.838056e-08
325,-7.828648e-09
326,2.014231e-09
327,0.000000e+00
328,2.810720e-05
329,-3.284623e-09
330,-2.722987e-10
331,2.594785e-09
332,-1.234626e-09
333,5.028336e-09
334,-2.048063e-10
335,-3.040752e-09
336,7.144596e-11
337,3.648027e-11
338,-8.794222e-11
339,-4.474874e-10
340,1.583408e-09
341,-2.819840e-09
342,8.756673e-10
343,3.885230e-09
344,-2.401026e-10
345,7.634254e-09
346,-9.298500e-10
347,5.274444e-09
348,-1.487022e-09
349,4.651974e-10
350,2.769068e-10
351,7.051321e-09
352,-3.859536e-09
353,-1.710270e-09
354,8.925768e-10
355,7.231835e-10
356,1.014851e-09
357,4.511326e-09
358,-1.217934e-09
359,-1.412693e-09
360,7.691878e-10
361,-7.717443e-09
362,1.599497e-09
363,-2.566379e-08
364,5.454552e-10
365,-1.815096e-09
366,4.254243e-10
367,-5.084818e-09
368,-9.591700e-10
369,1.006109e-08
370,-4.772646e-10
371,9.564242e-09
372,-6.159003e-10
373,-6.168855e-09
374,1.517480e-09
375,-2.006020e-08
376,3.647129e-09
377,-4.314881e-08
378,2.053888e-09
379,-4.093679e-08
380,2.717958e-09
381,6.881006e-09
382,-5.618966e-10
383,6.754458e-09
384,-1.439612e-09
385,1.664509e-09
386,1.051081e-09
387,6.980520e-09
388,2.306392e-09
389,-1.639430e-08
390,-4.177438e-09
391,2.383063e-08
392,0.000000e+00
393,-1.295795e-06
394,1.587254e-10
395,4.234724e-10
396,-7.490221e-09
397,-1.011443e-09
398,5.228255e-09
399,5.857023e-10
400,-4.700228e-09
401,-5.026276e-10
402,3.163860e-09
403,-3.058283e-09
404,1.413426e-08
405,-8.812045e-10
406,3.156909e-09
407,7.090537e-10
408,-2.283594e-08
409,-1.654263e-09
410,9.858610e-09
411,-3.028482e-09
412,7.822274e-09
413,-1.461497e-09
414,9.894518e-09
415,8.014372e-10
416,1.410274e-09
417,8.690359e-09
418,-1.888643e-08
419,2.939821e-09
420,-4.553470e-09
421,-1.477928e-09
422,6.398333e-09
423,-1.866020e-09
424,1.662590e-08
425,4.764961e-10
426,-1.237885e-08
427,7.399084e-10
428,-4.554178e-10
429,-4.851707e-09
430,7.449675e-09
431,-1.630740e-09
432,7.695212e-09
433,1.900328e-10
434,2.429866e-09
435,-2.345086e-10
436,-2.594821e-09
437,-3.927855e-09
438,4.686714e-09
439,-2.560992e-09
440,4.271154e-09
441,-2.064427e-09
442,2.930063e-08
443,6.399531e-10
444,-9.899862e-10
445,1.414591e-09
446,-2.291573e-08
447,1.183315e-08
448,-1.014393e-08
449,7.501463e-09
450,1.043965e-09
451,-1.240252e-09
452,1.521667e-08
453,0.000000e+00
454,2.888908e-04
455,1.268460e-08
456,4.758712e-10
457,-1.771263e-09
458,-8.867741e-10
459,-1.861703e-09
460,3.961940e-11
461,-5.439442e-10
462,-1.386887e-09
463,8.449286e-10
464,4.941906e-10
465,1.051698e-09
466,-1.620763e-09
467,6.300048e-09
468,1.468078e-10
469,-5.788554e-09
470,-8.804878e-10
471,7.031850e-09
472,-1.138332e-09
473,4.553922e-09
474,-1.312933e-10
475,5.889807e-09
476,-3.033176e-09
477,9.002783e-09
478,-1.725624e-09
479,3.702629e-09
480,-3.826968e-10
481,7.691632e-09
482,-1.032114e-09
483,2.523005e-09
484,1.300108e-09
485,-1.186373e-08
486,1.452928e-10
487,2.151542e-09
488,-4.381193e-10
489,6.296320e-10
490,7.468078e-10
491,-8.576424e-09
492,2.961509e-10
493,-2.945716e-09
494,4.632007e-10
495,-2.058608e-09
496,4.472871e-11
497,-4.279194e-10
498,3.336998e-10
499,1.014300e-09
500,-1.017808e-09
501,7.148261e-09
502,-1.070707e-10
503,-1.562943e-09
504,1.015751e-09
505,-1.157576e-08
506,8.165029e-10
507,-5.816954e-09
508,-4.920344e-09
509,8.676436e-09
510,-7.301794e-09
511,3.765116e-08
512,1.715693e-09
513,-3.695384e-09
514,-2.296540e-09
515,6.372916e-09
516,3.769736e-09
517,-1.971690e-09
518,3.399354e-09
519,-1.085912e-09
520,1.058427e-10
521,-8.099976e-12
522,0.000000e+00
523,-7.510484e-05
524,1.551070e-08
525,5.309156e-10
526,-1.049788e-09
527,-2.623469e-10
528,-6.492577e-11
529,8.087451e-10
530,-1.830577e-09
531,-7.454473e-12
532,1.643773e-09
533,-1.149447e-09
534,2.691338e-09
535,1.553099e-10
536,-4.420447e-10
537,3.382023e-10
538,-1.039830e-08
539,9.794163e-10
540,3.143723e-10
541,-2.869652e-09
542,1.333133e-08
543,-8.991517e-10
544,6.976558e-09
545,-1.019508e-09
546,7.032052e-10
547,4.593904e-10
548,-2.078500e-09
549,2.562945e-09
550,-6.059135e-09
551,1.532921e-09
552,-2.375202e-08
553,8.295425e-10
554,-1.106598e-08
555,-2.207262e-09
556,6.532124e-09
557,7.246143e-10
558,-1.006851e-08
559,-1.067817e-09
560,5.565744e-09
561,-1.101175e-09
562,2.148637e-10
563,1.924595e-09
564,-1.825425e-09
565,9.252005e-10
566,-1.852776e-09
567,1.756032e-09
568,-3.397598e-09
569,3.502441e-09
570,-5.086100e-09
571,4.776606e-09
572,-4.208585e-09
573,7.237412e-09
574,9.018464e-09
575,-1.124415e-09
576,-1.783532e-09
577,4.668243e-10
